image,class,xmin,ymin,xmax,ymax
images\Short\11_short_01.jpg,short,684,1326,788,1422
images\Short\11_short_01.jpg,short,512,1514,619,1594
images\Short\11_short_02.jpg,short,1024,1113,1098,1201
images\Short\11_short_02.jpg,short,1694,1632,1768,1740
images\Short\11_short_02.jpg,short,1666,1973,1732,2060
images\Short\11_short_02.jpg,short,604,1662,714,1755
images\Short\11_short_02.jpg,short,430,1401,573,1501
images\Short\11_short_03.jpg,short,1061,339,1183,429
images\Short\11_short_03.jpg,short,860,1165,953,1244
images\Short\11_short_03.jpg,short,1220,1104,1312,1213
images\Short\11_short_03.jpg,short,516,1378,624,1447
images\Short\11_short_03.jpg,short,593,853,717,953
images\Short\11_short_04.jpg,short,1080,1378,1184,1453
images\Short\11_short_04.jpg,short,1730,1632,1814,1744
images\Short\11_short_04.jpg,short,668,1640,781,1731
images\Short\11_short_04.jpg,short,401,1614,486,1713
images\Short\11_short_04.jpg,short,434,1398,575,1475
images\Short\11_short_05.jpg,short,847,1073,914,1153
images\Short\11_short_05.jpg,short,1084,1568,1180,1634
images\Short\11_short_05.jpg,short,719,1614,848,1694
images\Short\11_short_05.jpg,short,401,1622,493,1722
images\Short\11_short_05.jpg,short,763,67,848,188
images\Short\11_short_06.jpg,short,887,1167,951,1245
images\Short\11_short_06.jpg,short,1158,1158,1222,1239
images\Short\11_short_06.jpg,short,822,1934,893,2013
images\Short\11_short_06.jpg,short,1834,1822,1935,1886
images\Short\11_short_06.jpg,short,1045,1345,1124,1417
images\Short\11_short_07.jpg,short,966,313,1075,372
images\Short\11_short_07.jpg,short,1227,1108,1319,1193
images\Short\11_short_07.jpg,short,1314,1639,1499,1726
images\Short\11_short_07.jpg,short,517,1396,622,1447
images\Short\11_short_07.jpg,short,639,1152,739,1239
images\Short\11_short_08.jpg,short,1030,1065,1104,1160
images\Short\11_short_08.jpg,short,1072,1403,1199,1450
images\Short\11_short_08.jpg,short,430,1398,578,1457
images\Short\11_short_08.jpg,short,424,1616,484,1727
images\Short\11_short_08.jpg,short,1830,1760,1935,1819
images\Short\11_short_09.jpg,short,853,355,1032,424
images\Short\11_short_09.jpg,short,829,1070,889,1162
images\Short\11_short_09.jpg,short,1145,1167,1212,1245
images\Short\11_short_09.jpg,short,676,1372,802,1447
images\Short\11_short_09.jpg,short,714,1606,845,1699
images\Short\11_short_10.jpg,short,1076,350,1186,424
images\Short\11_short_10.jpg,short,973,667,1145,750
images\Short\11_short_10.jpg,short,591,867,704,963
images\Short\11_short_10.jpg,short,847,1072,924,1162
images\Short\11_short_10.jpg,short,540,1934,655,2053
images\Short\11_short_10.jpg,short,1783,1932,1912,2055
images\Short\12_short_01.jpg,short,1713,584,1795,643
images\Short\12_short_01.jpg,short,1197,1834,1253,1915
images\Short\12_short_01.jpg,short,615,2237,695,2312
images\Short\12_short_01.jpg,short,266,1134,366,1210
images\Short\12_short_01.jpg,short,2174,785,2265,848
images\Short\12_short_02.jpg,short,1377,283,1462,343
images\Short\12_short_02.jpg,short,1506,394,1591,452
images\Short\12_short_02.jpg,short,1860,837,1949,903
images\Short\12_short_02.jpg,short,1558,1577,1622,1646
images\Short\12_short_02.jpg,short,1126,1079,1182,1152
images\Short\12_short_03.jpg,short,1917,812,2007,875
images\Short\12_short_03.jpg,short,2224,637,2311,692
images\Short\12_short_03.jpg,short,1731,2239,1809,2330
images\Short\12_short_03.jpg,short,220,1575,271,1652
images\Short\12_short_03.jpg,short,617,1472,667,1574
images\Short\12_short_04.jpg,short,1707,444,1795,499
images\Short\12_short_04.jpg,short,1420,683,1491,741
images\Short\12_short_04.jpg,short,1511,1526,1569,1604
images\Short\12_short_04.jpg,short,911,1786,958,1866
images\Short\12_short_04.jpg,short,2273,979,2387,1055
images\Short\12_short_05.jpg,short,2047,1186,2118,1279
images\Short\12_short_05.jpg,short,1706,1450,1797,1501
images\Short\12_short_05.jpg,short,2127,1581,2180,1672
images\Short\12_short_05.jpg,short,546,1588,597,1657
images\Short\12_short_05.jpg,short,1560,1792,1618,1874
images\Short\12_short_06.jpg,short,2166,1044,2233,1126
images\Short\12_short_06.jpg,short,2080,1588,2140,1670
images\Short\12_short_06.jpg,short,884,1588,937,1644
images\Short\12_short_06.jpg,short,920,2019,964,2090
images\Short\12_short_06.jpg,short,2342,1806,2411,1850
images\Short\12_short_07.jpg,short,1318,361,1411,423
images\Short\12_short_07.jpg,short,1867,703,1953,772
images\Short\12_short_07.jpg,short,2167,1479,2227,1575
images\Short\12_short_07.jpg,short,813,2017,864,2075
images\Short\12_short_07.jpg,short,1302,1083,1360,1161
images\Short\12_short_08.jpg,short,1866,452,1957,514
images\Short\12_short_08.jpg,short,2069,1184,2129,1281
images\Short\12_short_08.jpg,short,1231,1088,1289,1148
images\Short\12_short_08.jpg,short,469,1583,522,1654
images\Short\12_short_08.jpg,short,275,1174,369,1237
images\Short\12_short_09.jpg,short,1807,1484,1902,1552
images\Short\12_short_09.jpg,short,2180,823,2260,884
images\Short\12_short_09.jpg,short,757,1581,813,1648
images\Short\12_short_09.jpg,short,1493,1888,1555,1961
images\Short\12_short_09.jpg,short,77,1881,158,1943
images\Short\12_short_10.jpg,short,1920,768,2009,839
images\Short\12_short_10.jpg,short,1709,1435,1797,1484
images\Short\12_short_10.jpg,short,2269,1712,2335,1766
images\Short\12_short_10.jpg,short,1266,1088,1331,1155
images\Short\12_short_10.jpg,short,1380,764,1455,819
images\Spur\01_spur_01.jpg,spur,1444,1123,1474,1156
images\Spur\01_spur_01.jpg,spur,1318,1263,1353,1295
images\Spur\01_spur_01.jpg,spur,952,1291,987,1323
images\Spur\01_spur_02.jpg,spur,766,1156,804,1199
images\Spur\01_spur_02.jpg,spur,720,1224,758,1259
images\Spur\01_spur_02.jpg,spur,821,1337,862,1377
images\Spur\01_spur_03.jpg,spur,1257,1308,1294,1350
images\Spur\01_spur_03.jpg,spur,1650,1376,1687,1411
images\Spur\01_spur_03.jpg,spur,1669,1100,1707,1138
images\Spur\01_spur_04.jpg,spur,2708,937,2751,973
images\Spur\01_spur_04.jpg,spur,2153,1156,2190,1189
images\Spur\01_spur_04.jpg,spur,2329,1141,2372,1188
images\Spur\01_spur_05.jpg,spur,1912,815,1966,856
images\Spur\01_spur_05.jpg,spur,2323,1098,2356,1134
images\Spur\01_spur_05.jpg,spur,2157,844,2208,884
images\Spur\01_spur_06.jpg,spur,2200,590,2238,633
images\Spur\01_spur_06.jpg,spur,2613,449,2651,485
images\Spur\01_spur_06.jpg,spur,2181,287,2230,328
images\Spur\01_spur_07.jpg,spur,1668,402,1708,443
images\Spur\01_spur_07.jpg,spur,1695,579,1737,621
images\Spur\01_spur_07.jpg,spur,1326,390,1398,452
images\Spur\01_spur_08.jpg,spur,1510,1162,1566,1217
images\Spur\01_spur_08.jpg,spur,1680,1369,1721,1410
images\Spur\01_spur_08.jpg,spur,1254,1337,1307,1373
images\Spur\01_spur_09.jpg,spur,783,1033,828,1077
images\Spur\01_spur_09.jpg,spur,473,964,519,1012
images\Spur\01_spur_10.jpg,spur,472,393,530,432
images\Spur\01_spur_10.jpg,spur,178,1117,211,1156
images\Spur\01_spur_10.jpg,spur,529,1184,562,1219
images\Spur\01_spur_11.jpg,spur,597,801,635,845
images\Spur\01_spur_11.jpg,spur,720,741,765,771
images\Spur\01_spur_11.jpg,spur,961,885,1005,923
images\Spur\01_spur_12.jpg,spur,589,972,625,1010
images\Spur\01_spur_12.jpg,spur,601,1197,645,1243
images\Spur\01_spur_13.jpg,spur,1516,1030,1549,1066
images\Spur\01_spur_13.jpg,spur,1653,1092,1689,1120
images\Spur\01_spur_14.jpg,spur,1671,804,1711,840
images\Spur\01_spur_14.jpg,spur,1684,401,1725,435
images\Spur\01_spur_14.jpg,spur,1475,591,1513,629
images\Spur\01_spur_15.jpg,spur,399,426,471,474
images\Spur\01_spur_15.jpg,spur,717,287,775,333
images\Spur\01_spur_16.jpg,spur,2295,1289,2331,1328
images\Spur\01_spur_16.jpg,spur,2129,980,2175,1020
images\Spur\01_spur_16.jpg,spur,2419,1105,2467,1146
images\Spur\01_spur_17.jpg,spur,2205,595,2237,638
images\Spur\01_spur_17.jpg,spur,1923,750,1964,780
images\Spur\01_spur_17.jpg,spur,2482,597,2525,630
images\Spur\01_spur_18.jpg,spur,2499,442,2545,489
images\Spur\01_spur_18.jpg,spur,2669,315,2706,344
images\Spur\01_spur_19.jpg,spur,2430,1166,2470,1205
images\Spur\01_spur_19.jpg,spur,2700,1164,2744,1201
images\Spur\01_spur_20.jpg,spur,2140,1151,2194,1188
images\Spur\01_spur_20.jpg,spur,1977,1021,2018,1071
images\Spur\04_spur_01.jpg,spur,1917,1357,1984,1441
images\Spur\04_spur_01.jpg,spur,997,2064,1117,2126
images\Spur\04_spur_01.jpg,spur,830,1215,911,1268
images\Spur\04_spur_02.jpg,spur,1697,1830,1775,1888
images\Spur\04_spur_02.jpg,spur,2486,1871,2559,1930
images\Spur\04_spur_02.jpg,spur,2168,866,2219,944
images\Spur\04_spur_03.jpg,spur,1955,1288,2017,1370
images\Spur\04_spur_03.jpg,spur,2601,1693,2655,1782
images\Spur\04_spur_03.jpg,spur,1888,1782,1942,1864
images\Spur\04_spur_04.jpg,spur,1913,1319,1986,1421
images\Spur\04_spur_04.jpg,spur,608,1304,664,1391
images\Spur\04_spur_04.jpg,spur,424,1322,482,1421
images\Spur\04_spur_05.jpg,spur,2202,879,2264,951
images\Spur\04_spur_05.jpg,spur,2075,637,2122,726
images\Spur\04_spur_05.jpg,spur,1635,722,1675,779
images\Spur\04_spur_06.jpg,spur,1928,1371,1982,1471
images\Spur\04_spur_06.jpg,spur,757,2068,846,2131
images\Spur\04_spur_06.jpg,spur,1179,1891,1231,1964
images\Spur\04_spur_07.jpg,spur,2199,831,2262,917
images\Spur\04_spur_07.jpg,spur,922,1091,997,1173
images\Spur\04_spur_07.jpg,spur,2410,1362,2479,1448
images\Spur\04_spur_08.jpg,spur,1946,1350,2017,1446
images\Spur\04_spur_08.jpg,spur,962,1026,1013,1099
images\Spur\04_spur_08.jpg,spur,477,1290,531,1390
images\Spur\04_spur_09.jpg,spur,848,1237,933,1282
images\Spur\04_spur_09.jpg,spur,461,1231,515,1310
images\Spur\04_spur_09.jpg,spur,382,2199,450,2257
images\Spur\04_spur_10.jpg,spur,2071,619,2131,699
images\Spur\04_spur_10.jpg,spur,1748,799,1808,873
images\Spur\04_spur_10.jpg,spur,461,524,548,579
images\Spur\04_spur_11.jpg,spur,2135,1804,2190,1897
images\Spur\04_spur_11.jpg,spur,926,2101,1033,2170
images\Spur\04_spur_11.jpg,spur,2610,1671,2666,1768
images\Spur\04_spur_12.jpg,spur,1959,1326,2008,1431
images\Spur\04_spur_12.jpg,spur,659,1219,759,1268
images\Spur\04_spur_12.jpg,spur,859,1118,928,1161
images\Spur\04_spur_13.jpg,spur,2166,877,2224,962
images\Spur\04_spur_13.jpg,spur,521,2277,595,2337
images\Spur\04_spur_13.jpg,spur,2110,410,2184,459
images\Spur\04_spur_14.jpg,spur,1931,1797,1984,1862
images\Spur\04_spur_14.jpg,spur,788,2106,864,2164
images\Spur\04_spur_14.jpg,spur,1137,1841,1204,1933
images\Spur\04_spur_15.jpg,spur,2441,1733,2499,1791
images\Spur\04_spur_15.jpg,spur,1917,1415,1975,1497
images\Spur\04_spur_15.jpg,spur,657,1210,744,1270
images\Spur\04_spur_16.jpg,spur,457,1295,510,1393
images\Spur\04_spur_16.jpg,spur,2417,1368,2473,1459
images\Spur\04_spur_16.jpg,spur,2386,1002,2461,1064
images\Spur\04_spur_17.jpg,spur,2201,846,2259,957
images\Spur\04_spur_17.jpg,spur,1786,808,1839,866
images\Spur\04_spur_17.jpg,spur,2628,1677,2675,1771
images\Spur\04_spur_18.jpg,spur,448,2344,544,2391
images\Spur\04_spur_18.jpg,spur,2391,1039,2462,1122
images\Spur\04_spur_18.jpg,spur,2424,1759,2522,1815
images\Spur\04_spur_19.jpg,spur,855,1235,961,1286
images\Spur\04_spur_19.jpg,spur,488,2297,586,2346
images\Spur\04_spur_19.jpg,spur,831,2110,971,2157
images\Spur\04_spur_20.jpg,spur,1955,1273,1997,1375
images\Spur\04_spur_20.jpg,spur,490,1273,530,1371
images\Spur\04_spur_20.jpg,spur,1170,1873,1221,1962
images\Spur\05_spur_01.jpg,spur,580,1438,645,1490
images\Spur\05_spur_01.jpg,spur,1947,1465,2025,1506
images\Spur\05_spur_01.jpg,spur,1577,726,1641,776
images\Spur\05_spur_01.jpg,spur,919,959,1014,1012
images\Spur\05_spur_01.jpg,spur,1617,1013,1691,1071
images\Spur\05_spur_02.jpg,spur,803,329,883,381
images\Spur\05_spur_02.jpg,spur,400,615,502,668
images\Spur\05_spur_02.jpg,spur,895,1070,972,1131
images\Spur\05_spur_02.jpg,spur,1563,862,1642,923
images\Spur\05_spur_02.jpg,spur,2272,1520,2342,1581
images\Spur\05_spur_03.jpg,spur,1542,670,1628,715
images\Spur\05_spur_03.jpg,spur,1905,1362,1964,1403
images\Spur\05_spur_03.jpg,spur,784,1073,845,1125
images\Spur\05_spur_03.jpg,spur,792,329,856,371
images\Spur\05_spur_03.jpg,spur,1394,596,1436,690
images\Spur\05_spur_04.jpg,spur,1850,1328,1945,1384
images\Spur\05_spur_04.jpg,spur,1752,1712,1852,1763
images\Spur\05_spur_04.jpg,spur,453,740,574,815
images\Spur\05_spur_04.jpg,spur,1564,1092,1655,1178
images\Spur\05_spur_04.jpg,spur,1883,765,1964,818
images\Spur\05_spur_05.jpg,spur,1544,667,1644,717
images\Spur\05_spur_05.jpg,spur,1520,926,1625,971
images\Spur\05_spur_05.jpg,spur,610,910,756,979
images\Spur\05_spur_05.jpg,spur,661,1310,745,1370
images\Spur\05_spur_05.jpg,spur,1967,407,2075,465
images\Spur\05_spur_06.jpg,spur,695,803,802,860
images\Spur\05_spur_06.jpg,spur,372,1295,466,1345
images\Spur\05_spur_06.jpg,spur,1744,1334,1819,1390
images\Spur\05_spur_06.jpg,spur,1413,320,1508,374
images\Spur\05_spur_06.jpg,spur,1527,1098,1611,1173
images\Spur\05_spur_07.jpg,spur,1828,1334,1906,1387
images\Spur\05_spur_07.jpg,spur,374,329,470,379
images\Spur\05_spur_07.jpg,spur,1991,418,2067,467
images\Spur\05_spur_07.jpg,spur,1224,1746,1305,1799
images\Spur\05_spur_07.jpg,spur,1872,756,1966,820
images\Spur\05_spur_08.jpg,spur,1542,638,1625,696
images\Spur\05_spur_08.jpg,spur,661,634,767,699
images\Spur\05_spur_08.jpg,spur,570,1304,661,1368
images\Spur\05_spur_08.jpg,spur,1924,1362,2017,1417
images\Spur\05_spur_08.jpg,spur,478,331,560,379
images\Spur\05_spur_09.jpg,spur,1563,787,1633,840
images\Spur\05_spur_09.jpg,spur,791,856,895,924
images\Spur\05_spur_09.jpg,spur,617,606,727,678
images\Spur\05_spur_09.jpg,spur,2016,1470,2080,1512
images\Spur\05_spur_09.jpg,spur,1277,1470,1331,1556
images\Spur\05_spur_10.jpg,spur,567,742,656,813
images\Spur\05_spur_10.jpg,spur,705,326,781,385
images\Spur\05_spur_10.jpg,spur,1986,412,2067,463
images\Spur\05_spur_10.jpg,spur,1547,729,1628,785
images\Spur\05_spur_10.jpg,spur,1577,1110,1669,1190
images\Spur\06_spur_01.jpg,spur,452,953,576,1015
images\Spur\06_spur_01.jpg,spur,1840,878,1874,944
images\Spur\06_spur_01.jpg,spur,964,1270,1006,1356
images\Spur\06_spur_01.jpg,spur,2052,1392,2101,1476
images\Spur\06_spur_01.jpg,spur,1304,1888,1385,1912
images\Spur\06_spur_02.jpg,spur,1401,654,1437,722
images\Spur\06_spur_02.jpg,spur,437,953,540,1000
images\Spur\06_spur_02.jpg,spur,445,1532,480,1608
images\Spur\06_spur_02.jpg,spur,2088,947,2132,1032
images\Spur\06_spur_02.jpg,spur,996,2146,1121,2209
images\Spur\06_spur_03.jpg,spur,1860,2086,1991,2159
images\Spur\06_spur_03.jpg,spur,2077,649,2140,747
images\Spur\06_spur_03.jpg,spur,391,905,489,968
images\Spur\06_spur_03.jpg,spur,1008,1280,1047,1370
images\Spur\06_spur_03.jpg,spur,1608,1519,1691,1570
images\Spur\06_spur_04.jpg,spur,1132,902,1232,944
images\Spur\06_spur_04.jpg,spur,1840,1359,1876,1436
images\Spur\06_spur_04.jpg,spur,1633,2086,1749,2142
images\Spur\06_spur_04.jpg,spur,1640,1883,1728,1922
images\Spur\06_spur_05.jpg,spur,1281,431,1382,476
images\Spur\06_spur_05.jpg,spur,1750,1683,1855,1729
images\Spur\06_spur_05.jpg,spur,952,2156,1076,2205
images\Spur\06_spur_05.jpg,spur,1133,907,1228,944
images\Spur\06_spur_05.jpg,spur,152,1178,194,1258
images\Spur\06_spur_06.jpg,spur,2043,824,2091,946
images\Spur\06_spur_06.jpg,spur,1237,386,1332,431
images\Spur\06_spur_06.jpg,spur,1018,434,1116,480
images\Spur\06_spur_06.jpg,spur,943,1285,984,1376
images\Spur\06_spur_06.jpg,spur,299,714,394,756
images\Spur\06_spur_07.jpg,spur,2087,1037,2131,1142
images\Spur\06_spur_07.jpg,spur,1432,402,1535,456
images\Spur\06_spur_07.jpg,spur,982,483,1042,559
images\Spur\06_spur_07.jpg,spur,1267,1651,1310,1732
images\Spur\06_spur_07.jpg,spur,1345,1197,1408,1235
images\Spur\06_spur_08.jpg,spur,1304,1673,1355,1744
images\Spur\06_spur_08.jpg,spur,1018,1276,1054,1378
images\Spur\06_spur_08.jpg,spur,2474,1364,2540,1419
images\Spur\06_spur_08.jpg,spur,2537,1837,2593,1942
images\Spur\06_spur_08.jpg,spur,1643,2051,1777,2112
images\Spur\06_spur_09.jpg,spur,1833,1347,1874,1449
images\Spur\06_spur_09.jpg,spur,1860,1690,1943,1724
images\Spur\06_spur_09.jpg,spur,1318,409,1433,456
images\Spur\06_spur_09.jpg,spur,2076,670,2132,773
images\Spur\06_spur_09.jpg,spur,2064,307,2115,397
images\Spur\06_spur_10.jpg,spur,2494,1829,2537,1959
images\Spur\06_spur_10.jpg,spur,1147,656,1232,707
images\Spur\06_spur_10.jpg,spur,676,892,737,1002
images\Spur\06_spur_10.jpg,spur,788,1515,904,1559
images\Spur\06_spur_10.jpg,spur,1493,654,1543,732
images\Spur\07_spur_01.jpg,spur,2129,822,2227,894
images\Spur\07_spur_01.jpg,spur,1765,824,1837,898
images\Spur\07_spur_01.jpg,spur,1227,858,1322,901
images\Spur\07_spur_01.jpg,spur,961,222,1063,282
images\Spur\07_spur_01.jpg,spur,1649,1307,1751,1351
images\Spur\07_spur_02.jpg,spur,1560,853,1618,943
images\Spur\07_spur_02.jpg,spur,2079,870,2158,920
images\Spur\07_spur_02.jpg,spur,1849,1301,1968,1351
images\Spur\07_spur_02.jpg,spur,792,944,834,1029
images\Spur\07_spur_02.jpg,spur,1320,834,1446,888
images\Spur\07_spur_03.jpg,spur,1587,634,1718,696
images\Spur\07_spur_03.jpg,spur,934,1113,1050,1177
images\Spur\07_spur_03.jpg,spur,2055,644,2108,715
images\Spur\07_spur_03.jpg,spur,1473,882,1529,963
images\Spur\07_spur_03.jpg,spur,1775,810,1836,908
images\Spur\07_spur_04.jpg,spur,1529,627,1610,693
images\Spur\07_spur_04.jpg,spur,1472,881,1549,960
images\Spur\07_spur_04.jpg,spur,1056,912,1158,963
images\Spur\07_spur_04.jpg,spur,784,922,848,1003
images\Spur\07_spur_04.jpg,spur,2144,815,2253,863
images\Spur\07_spur_05.jpg,spur,1755,631,1875,696
images\Spur\07_spur_05.jpg,spur,1632,870,1692,962
images\Spur\07_spur_05.jpg,spur,1958,539,2020,607
images\Spur\07_spur_05.jpg,spur,2558,660,2611,767
images\Spur\07_spur_05.jpg,spur,2111,834,2199,886
